"Country or Area","Year","Value"
"Liechtenstein","2014","18.549486888717"
"Liechtenstein","2013","19.108473191209"
"Liechtenstein","2012","19.9161468920695"
"Liechtenstein","2011","19.4680156533538"
"Liechtenstein","2010","19.1104539736012"
"Liechtenstein","2009","19.6833536316208"
"Liechtenstein","2008","19.8530819925418"
"Liechtenstein","2007","19.6424228033608"
"Liechtenstein","2006","19.4001492757862"
"Liechtenstein","2005","18.6434866823952"
"Liechtenstein","2004","18.135770658346"
"Liechtenstein","2003","18.0456042301675"
"Liechtenstein","2002","17.8799223870112"
"Liechtenstein","2001","17.684519116426"
"Liechtenstein","2000","16.8305375500855"
"Liechtenstein","1999","17.2579764979093"
"Liechtenstein","1998","17.9420201129895"
"Liechtenstein","1997","18.0562877191068"
"Liechtenstein","1996","18.3464291812058"
"Liechtenstein","1995","18.018491600522"
"Liechtenstein","1994","18.026197662025"
"Liechtenstein","1993","17.9269705343563"
"Liechtenstein","1992","18.744761254564"
"Liechtenstein","1991","19.1735211324698"
"Liechtenstein","1990","19.2472186470253"
"Lithuania","2018","3064.33381172976"
"Lithuania","2017","3277.02284713555"
"Lithuania","2016","3332.56373803555"
"Lithuania","2015","3424.57192921462"
"Lithuania","2014","3471.76655428347"
"Lithuania","2013","3465.47647264561"
"Lithuania","2012","3532.8800158322"
"Lithuania","2011","3524.11992986435"
"Lithuania","2010","3684.24996539791"
"Lithuania","2009","3709.48278463156"
"Lithuania","2008","3806.75645125359"
"Lithuania","2007","3872.22158234115"
"Lithuania","2006","3908.94950606856"
"Lithuania","2005","3909.4742692207"
"Lithuania","2004","3916.11792243448"
"Lithuania","2003","3896.43172070362"
"Lithuania","2002","3839.50698899801"
"Lithuania","2001","3786.86977577679"
"Lithuania","2000","3861.01480258208"
"Lithuania","1999","4000.59544119873"
"Lithuania","1998","4250.64185945184"
"Lithuania","1997","4367.13213888735"
"Lithuania","1996","4356.41341415458"
"Lithuania","1995","4435.27161589611"
"Lithuania","1994","4668.05218617901"
"Lithuania","1993","5177.41481032828"
"Lithuania","1992","5927.33993705507"
"Lithuania","1991","6795.42090871719"
"Lithuania","1990","7006.0018282979"
"Luxembourg","2018","587.65818150764"
"Luxembourg","2017","593.664908950248"
"Luxembourg","2016","586.334065914281"
"Luxembourg","2015","582.378530771328"
"Luxembourg","2014","576.501751948419"
"Luxembourg","2013","563.562680099208"
"Luxembourg","2012","559.254939647076"
"Luxembourg","2011","567.305638536933"
"Luxembourg","2010","591.655171453084"
"Luxembourg","2009","591.864027890634"
"Luxembourg","2008","590.497635723333"
"Luxembourg","2007","580.188623957503"
"Luxembourg","2006","571.385596005348"
"Luxembourg","2005","575.19933282946"
"Luxembourg","2004","576.275820723258"
"Luxembourg","2003","579.594321132851"
"Luxembourg","2002","590.195681200152"
"Luxembourg","2001","590.716093409667"
"Luxembourg","2000","585.413536134999"
"Luxembourg","1999","592.547534530603"
"Luxembourg","1998","587.615438612382"
"Luxembourg","1997","590.000091637434"
"Luxembourg","1996","595.280729852827"
"Luxembourg","1995","586.380931659214"
"Luxembourg","1994","570.561921052164"
"Luxembourg","1993","583.071154162219"
"Luxembourg","1992","578.3689460246"
"Luxembourg","1991","594.130162801857"
"Luxembourg","1990","581.646732380423"
"Malta","2018","199.85132910331"
"Malta","2017","190.846437271592"
"Malta","2016","190.767729495582"
"Malta","2015","181.905014450041"
"Malta","2014","172.432191745897"
"Malta","2013","156.177861870429"
"Malta","2012","166.498350689659"
"Malta","2011","168.277530163416"
"Malta","2010","180.437242396465"
"Malta","2009","162.105030134457"
"Malta","2008","147.240074255094"
"Malta","2007","227.8088685546"
"Malta","2006","221.638879241415"
"Malta","2005","213.976327695653"
"Malta","2004","202.78103534479"
"Malta","2003","193.14447039621"
"Malta","2002","186.239309236907"
"Malta","2001","179.421987515507"
"Malta","2000","174.649500549001"
"Malta","1999","164.163655566532"
"Malta","1998","157.17174992834"
"Malta","1997","150.795726967626"
"Malta","1996","143.956757248557"
"Malta","1995","137.034053590849"
"Malta","1994","132.273292424351"
"Malta","1993","126.277546294433"
"Malta","1992","118.999483136165"
"Malta","1991","111.893131945742"
"Malta","1990","105.287688629492"
"Monaco","2018","1.3343125143045"
"Monaco","2017","1.35580870053075"
"Monaco","2016","1.33319863014775"
"Monaco","2015","1.35290647184125"
"Monaco","2014","1.3088175207005"
"Monaco","2013","1.269528431252"
"Monaco","2012","1.30059621054975"
"Monaco","2011","1.15797738239925"
"Monaco","2010","1.25438229967125"
"Monaco","2009","1.01769883525675"
"Monaco","2008","1.895469992466"
"Monaco","2007","1.8542055387485"
"Monaco","2006","1.95361903022775"
"Monaco","2005","1.7405757954895"
"Monaco","2004","1.59263801261"
"Monaco","2003","1.26754849516675"
"Monaco","2002","1.303692319533"
"Monaco","2001","1.276158640235"
"Monaco","2000","1.42962781277725"
"Monaco","1999","1.37337428451975"
"Monaco","1998","1.135924662364"
"Monaco","1997","1.087583248351"
"Monaco","1996","1.21714866330825"
"Monaco","1995","1.21073495215875"
"Monaco","1994","1.33382066262375"
"Monaco","1993","1.58348088452225"
"Monaco","1992","1.8866351118075"
"Monaco","1991","2.03969285814175"
"Monaco","1990","2.199070709127"
"Netherlands","2018","17308.7770737663"
"Netherlands","2017","18012.1930617435"
"Netherlands","2016","18329.0460653438"
"Netherlands","2015","18202.6209122523"
"Netherlands","2014","18008.2920855401"
"Netherlands","2013","18425.5700391777"
"Netherlands","2012","18438.3687754137"
"Netherlands","2011","18859.4323436199"
"Netherlands","2010","19405.9885792345"
"Netherlands","2009","19489.088714765"
"Netherlands","2008","19709.5538745878"
"Netherlands","2007","19481.6731672958"
"Netherlands","2006","19432.6494192436"
"Netherlands","2005","19874.587987337"
"Netherlands","2004","21331.7128935426"
"Netherlands","2003","21714.9922634073"
"Netherlands","2002","22488.9240361521"
"Netherlands","2001","23616.9850572741"
"Netherlands","2000","24279.4823943538"
"Netherlands","1999","25382.8551808293"
"Netherlands","1998","26641.3935216498"
"Netherlands","1997","27378.1499181794"
"Netherlands","1996","29009.2243329671"
"Netherlands","1995","29699.0826440378"
"Netherlands","1994","30418.9303247419"
"Netherlands","1993","31434.0085315637"
"Netherlands","1992","31864.0935166897"
"Netherlands","1991","32252.8007615081"
"Netherlands","1990","31847.2144014944"
"New Zealand","2018","34286.234242635"
"New Zealand","2017","34254.9608806425"
"New Zealand","2016","34262.0047348234"
"New Zealand","2015","34707.3882579624"
"New Zealand","2014","35226.4740092262"
"New Zealand","2013","34982.9001632186"
"New Zealand","2012","34899.9761726786"
"New Zealand","2011","34439.5132904988"
"New Zealand","2010","34319.9589031178"
"New Zealand","2009","34286.3611146986"
"New Zealand","2008","34117.124563307"
"New Zealand","2007","35132.4779182904"
"New Zealand","2006","36072.5604579782"
"New Zealand","2005","35857.1115695718"
"New Zealand","2004","35632.0462119677"
"New Zealand","2003","35663.4217964375"
"New Zealand","2002","35530.7949331511"
"New Zealand","2001","35723.4319461789"
"New Zealand","2000","35341.159121523"
"New Zealand","1999","34460.9650865199"
"New Zealand","1998","34215.5994977528"
"New Zealand","1997","34770.0518313976"
"New Zealand","1996","34096.2458057002"
"New Zealand","1995","33496.8272254538"
"New Zealand","1994","33094.2811713676"
"New Zealand","1993","32248.2630368639"
"New Zealand","1992","32038.2799696147"
"New Zealand","1991","32412.2381140934"
"New Zealand","1990","32287.6037253071"
"Norway","2018","4804.54557789798"
"Norway","2017","4867.31831655184"
"Norway","2016","4949.49369542094"
"Norway","2015","5055.27466749066"
"Norway","2014","5087.81809941711"
"Norway","2013","5146.69813469175"
"Norway","2012","5212.145625615"
"Norway","2011","5236.98181332094"
"Norway","2010","5389.76995851929"
"Norway","2009","5383.50583331591"
"Norway","2008","5341.59089082052"
"Norway","2007","5487.66134958141"
"Norway","2006","5404.68424495907"
"Norway","2005","5551.45499285714"
"Norway","2004","5698.04354930618"
"Norway","2003","5813.88887777873"
"Norway","2002","5841.68769613993"
"Norway","2001","5966.46663757332"
"Norway","2000","5975.45365422321"
"Norway","1999","5966.01587982386"
"Norway","1998","6074.71914077288"
"Norway","1997","6274.60476627652"
"Norway","1996","6255.28724236468"
"Norway","1995","6209.90420503048"
"Norway","1994","6259.83527558465"
"Norway","1993","6177.55628361724"
"Norway","1992","6051.54182762185"
"Norway","1991","5977.4059271488"
"Norway","1990","6032.02587443306"
"Poland","2018","48753.2212001213"
"Poland","2017","49237.8431211157"
"Poland","2016","49271.0566638096"
"Poland","2015","49805.7818818252"
"Poland","2014","49246.9617485192"
"Poland","2013","49879.1848135134"
"Poland","2012","49743.486268112"
"Poland","2011","49992.2593173907"
"Poland","2010","51156.1332260088"
"Poland","2009","51338.4240457142"
"Poland","2008","52652.0228845608"
"Poland","2007","52830.0038888064"
"Poland","2006","53691.3568061066"
"Poland","2005","53475.8790112438"
"Poland","2004","53075.7607596342"
"Poland","2003","53369.6288691928"
"Poland","2002","53265.6456369188"
"Poland","2001","54867.5240070329"
"Poland","2000","53096.7451624335"
"Poland","1999","54482.8605730726"
"Poland","1998","55710.6342714664"
"Poland","1997","57833.0338077688"
"Poland","1996","58106.8516738206"
"Poland","1995","58974.4079616279"
"Poland","1994","60467.9388090899"
"Poland","1993","61218.3358827261"
"Poland","1992","63104.5952547479"
"Poland","1991","64910.2175309583"
"Poland","1990","69796.9616549417"
"Portugal","2018","9126.4203426381"
"Portugal","2017","9168.19580805689"
"Portugal","2016","9142.25193362535"
"Portugal","2015","9220.02386694817"
"Portugal","2014","9435.5540317255"
"Portugal","2013","9566.38274680545"
"Portugal","2012","9806.38882461684"
"Portugal","2011","10049.8120678761"
"Portugal","2010","10153.622171501"
"Portugal","2009","10351.9257680635"
"Portugal","2008","10531.6479267966"
"Portugal","2007","10766.1378277532"
"Portugal","2006","10967.5545541504"
"Portugal","2005","11067.3125974479"
"Portugal","2004","11134.7674715287"
"Portugal","2003","11130.2547279264"
"Portugal","2002","11127.3085815957"
"Portugal","2001","11114.5751866099"
"Portugal","2000","11121.3238081614"
"Portugal","1999","10923.0997123269"
"Portugal","1998","10686.3500170545"
"Portugal","1997","10484.683414637"
"Portugal","1996","10291.5185881709"
"Portugal","1995","10106.2655686172"
"Portugal","1994","9949.27267543422"
"Portugal","1993","9820.84358947364"
"Portugal","1992","9761.92062345386"
"Portugal","1991","9712.39147122055"
"Portugal","1990","9590.33246403487"
"Romania","2018","28183.6263406729"
"Romania","2017","28706.5411582317"
"Romania","2016","29011.7996630305"
"Romania","2015","29544.3097124776"
"Romania","2014","30026.6849287365"
"Romania","2013","30158.6166858784"
"Romania","2012","30694.098760415"
"Romania","2011","30198.9993966466"
"Romania","2010","31036.7050381987"
"Romania","2009","33462.133500666"
"Romania","2008","35183.2103815543"
"Romania","2007","36108.5374876169"
"Romania","2006","37055.4719860122"
"Romania","2005","37662.0055986911"
"Romania","2004","37110.2320695627"
"Romania","2003","38508.6995442769"
"Romania","2002","37265.1458876826"
"Romania","2001","34866.5749004353"
"Romania","2000","36329.487225284"
"Romania","1999","45866.3940027495"
"Romania","1998","47293.7367752291"
"Romania","1997","49814.7754291516"
"Romania","1996","45916.205308204"
"Romania","1995","46097.9109896362"
"Romania","1994","45139.8453475893"
"Romania","1993","45511.6060749096"
"Romania","1992","47197.3829132835"
"Romania","1991","51333.4383585546"
"Romania","1990","60017.6005313286"
"Russian Federation","2018","396033.635670835"
"Russian Federation","2017","383899.745225842"
"Russian Federation","2016","366880.729867119"
"Russian Federation","2015","363011.753840134"
"Russian Federation","2014","363599.271151264"
"Russian Federation","2013","364595.422574476"
"Russian Federation","2012","364676.830383446"
"Russian Federation","2011","360136.779506858"
"Russian Federation","2010","351949.664889784"
"Russian Federation","2009","337368.368861354"
"Russian Federation","2008","359830.962442467"
"Russian Federation","2007","356399.33642512"
"Russian Federation","2006","352921.452324571"
"Russian Federation","2005","346426.317545125"
"Russian Federation","2004","343465.826901013"
"Russian Federation","2003","336816.938325027"
"Russian Federation","2002","324570.345507375"
"Russian Federation","2001","323654.930681569"
"Russian Federation","2000","317014.954698833"
"Russian Federation","1999","312290.76015911"
"Russian Federation","1998","313197.302749204"
"Russian Federation","1997","325262.896283017"
"Russian Federation","1996","337571.902911467"
"Russian Federation","1995","351384.196309938"
"Russian Federation","1994","367413.926188688"
"Russian Federation","1993","394491.492231515"
"Russian Federation","1992","412866.313642799"
"Russian Federation","1991","441113.482028076"
"Russian Federation","1990","463735.661147377"
"Slovakia","2018","4442.03151898256"
"Slovakia","2017","4616.35987692435"
"Slovakia","2016","4578.9204900256"
"Slovakia","2015","4530.98836011903"
"Slovakia","2014","4341.74975013067"
"Slovakia","2013","4604.27418770435"
"Slovakia","2012","4480.38587545706"
"Slovakia","2011","4862.47552621594"
"Slovakia","2010","4797.64842357145"
"Slovakia","2009","4703.37891323775"
"Slovakia","2008","4950.50007678974"
"Slovakia","2007","4875.32365173517"
"Slovakia","2006","4935.47639768918"
"Slovakia","2005","5106.73312449081"
"Slovakia","2004","5071.71248010069"
"Slovakia","2003","4977.52573622203"
"Slovakia","2002","5115.71702454959"
"Slovakia","2001","5198.69088701471"
"Slovakia","2000","5319.00938941584"
"Slovakia","1999","5552.98300299884"
"Slovakia","1998","5580.6698115802"
"Slovakia","1997","5642.13908815676"
"Slovakia","1996","5840.36760351066"
"Slovakia","1995","5923.86102417533"
"Slovakia","1994","5884.16033488124"
"Slovakia","1993","6077.76623164265"
"Slovakia","1992","6323.84252892819"
"Slovakia","1991","6957.44520729298"
"Slovakia","1990","7255.12404734019"
"Slovenia","2018","1936.1565404059"
"Slovenia","2017","1994.41017888541"
"Slovenia","2016","2041.53795789251"
"Slovenia","2015","2003.59687862005"
"Slovenia","2014","1946.78160789891"
"Slovenia","2013","2047.6342269989"
"Slovenia","2012","2103.52999464874"
"Slovenia","2011","2149.56850652211"
"Slovenia","2010","2157.63994370324"
"Slovenia","2009","2189.33637503343"
"Slovenia","2008","2283.61042375763"
"Slovenia","2007","2404.59386922229"
"Slovenia","2006","2378.22331883235"
"Slovenia","2005","2431.63687711145"
"Slovenia","2004","2457.41058196486"
"Slovenia","2003","2508.63764097378"
"Slovenia","2002","2546.97122792785"
"Slovenia","2001","2475.32409093684"
"Slovenia","2000","2498.40946777043"
"Slovenia","1999","2405.09615972092"
"Slovenia","1998","2402.46952094275"
"Slovenia","1997","2350.31767598488"
"Slovenia","1996","2334.70561010736"
"Slovenia","1995","2377.04131865682"
"Slovenia","1994","2349.97451525854"
"Slovenia","1993","2355.84060958093"
"Slovenia","1992","2465.37988118075"
"Slovenia","1991","2448.47612306824"
"Slovenia","1990","2543.98035710759"
"Spain","2018","39722.326623758"
"Spain","2017","39586.1784068442"
"Spain","2016","39150.1950545038"
"Spain","2015","39189.6375671927"
"Spain","2014","37908.2271849515"
"Spain","2013","38489.7098967095"
"Spain","2012","39441.6870732455"
"Spain","2011","40639.6317881316"
"Spain","2010","40524.7526264038"
"Spain","2009","42374.5606776396"
"Spain","2008","40922.231409336"
"Spain","2007","42408.676419957"
"Spain","2006","41567.6233290507"
"Spain","2005","42269.4554004511"
"Spain","2004","43223.7500308171"
"Spain","2003","43727.8045258761"
"Spain","2002","43308.5774320115"
"Spain","2001","43163.906489656"
"Spain","2000","42768.1800851268"
"Spain","1999","41282.3318812681"
"Spain","1998","40169.2000336164"
"Spain","1997","39663.6381627155"
"Spain","1996","38822.414171771"
"Spain","1995","37044.269642769"
"Spain","1994","36217.2475732501"
"Spain","1993","35048.0630951967"
"Spain","1992","35176.1887434376"
"Spain","1991","34473.5658873523"
"Spain","1990","35609.2223780128"
"Sweden","2018","4380.54599148101"
"Sweden","2017","4470.49048359077"
"Sweden","2016","4510.99238424311"
"Sweden","2015","4595.54385231961"
"Sweden","2014","4701.76939353318"
"Sweden","2013","4828.15994134697"
"Sweden","2012","4899.56371281017"
"Sweden","2011","5066.0020342095"
"Sweden","2010","5216.54009122237"
"Sweden","2009","5338.20649784664"
"Sweden","2008","5492.78307283734"
"Sweden","2007","5765.06123601231"
"Sweden","2006","6027.04950314251"
"Sweden","2005","6140.51591924814"
"Sweden","2004","6330.34754289553"
"Sweden","2003","6303.87942366468"
"Sweden","2002","6513.63045872873"
"Sweden","2001","6760.41882804825"
"Sweden","2000","6833.15739089815"
"Sweden","1999","6998.61675596546"
"Sweden","1998","7198.35026599835"
"Sweden","1997","7305.87401106313"
"Sweden","1996","7375.66432546537"
"Sweden","1995","7367.0977179325"
"Sweden","1994","7464.22919216613"
"Sweden","1993","7525.95972601442"
"Sweden","1992","7549.98933148781"
"Sweden","1991","7415.06090884439"
"Sweden","1990","7418.8498399773"
"Switzerland","2018","4839.98573529328"
"Switzerland","2017","4868.48522402396"
"Switzerland","2016","4930.18894661626"
"Switzerland","2015","4974.08886834194"
"Switzerland","2014","5003.62120444444"
"Switzerland","2013","5006.72996912832"
"Switzerland","2012","5070.7747738083"
"Switzerland","2011","5099.14480718212"
"Switzerland","2010","5154.2736822446"
"Switzerland","2009","5180.89206516704"
"Switzerland","2008","5272.98940440767"
"Switzerland","2007","5202.42494415774"
"Switzerland","2006","5220.2570251347"
"Switzerland","2005","5203.77434026851"
"Switzerland","2004","5188.62932640958"
"Switzerland","2003","5222.94714744178"
"Switzerland","2002","5303.13867227112"
"Switzerland","2001","5347.71829465895"
"Switzerland","2000","5306.61412106198"
"Switzerland","1999","5362.23101279731"
"Switzerland","1998","5448.39676350512"
"Switzerland","1997","5519.4776194653"
"Switzerland","1996","5668.3132728964"
"Switzerland","1995","5729.31725202024"
"Switzerland","1994","5729.91851791902"
"Switzerland","1993","5780.84515008"
"Switzerland","1992","5890.16893355638"
"Switzerland","1991","5973.04256140191"
"Switzerland","1990","6044.11666459651"
"Turkey","2018","57576.1247487443"
"Turkey","2017","54231.1710478241"
"Turkey","2016","53858.2496473005"
"Turkey","2015","51359.7557780624"
"Turkey","2014","57304.7294026284"
"Turkey","2013","55469.0637510665"
"Turkey","2012","57091.9591349935"
"Turkey","2011","53694.4761792481"
"Turkey","2010","51319.2165064002"
"Turkey","2009","49590.8226753371"
"Turkey","2008","49891.0493012235"
"Turkey","2007","48981.8415857872"
"Turkey","2006","46589.0148631802"
"Turkey","2005","45155.7798411466"
"Turkey","2004","43489.3362800539"
"Turkey","2003","42864.466868447"
"Turkey","2002","40860.3314028413"
"Turkey","2001","42795.0067055512"
"Turkey","2000","43557.4017125418"
"Turkey","1999","43676.9098401633"
"Turkey","1998","42312.7514778702"
"Turkey","1997","42121.7145754229"
"Turkey","1996","42854.5103098602"
"Turkey","1995","42503.0279667108"
"Turkey","1994","42683.7023260542"
"Turkey","1993","42965.6350392176"
"Turkey","1992","43193.1248093153"
"Turkey","1991","43285.3636602199"
"Turkey","1990","42405.0604935378"
"Ukraine","2018","67519.9271405532"
"Ukraine","2017","63653.6960870536"
"Ukraine","2016","65994.0086270451"
"Ukraine","2015","61235.8878797913"
"Ukraine","2014","68759.026014524"
"Ukraine","2013","75185.4511104299"
"Ukraine","2012","80482.4355460468"
"Ukraine","2011","86010.1957930301"
"Ukraine","2010","84567.7829397665"
"Ukraine","2009","85161.5540028681"
"Ukraine","2008","93232.2407699502"
"Ukraine","2007","99906.872399581"
"Ukraine","2006","100088.117821383"
"Ukraine","2005","102445.904195803"
"Ukraine","2004","106529.281006463"
"Ukraine","2003","109680.487555607"
"Ukraine","2002","109053.066331962"
"Ukraine","2001","116501.74334232"
"Ukraine","2000","117952.871223251"
"Ukraine","1999","126924.23569138"
"Ukraine","1998","125666.462187011"
"Ukraine","1997","129383.497099843"
"Ukraine","1996","134676.047245303"
"Ukraine","1995","138648.794656837"
"Ukraine","1994","148884.234953263"
"Ukraine","1993","158319.089194345"
"Ukraine","1992","166761.386958694"
"Ukraine","1991","174694.184798038"
"Ukraine","1990","182572.681059447"
"United Kingdom","2018","51936.278549698"
"United Kingdom","2017","51965.7906619326"
"United Kingdom","2016","51541.2382955864"
"United Kingdom","2015","53123.8989420198"
"United Kingdom","2014","53930.7314969011"
"United Kingdom","2013","56051.1103039793"
"United Kingdom","2012","60043.7205560703"
"United Kingdom","2011","61559.1665119501"
"United Kingdom","2010","64242.4234937216"
"United Kingdom","2009","68914.8234032465"
"United Kingdom","2008","73452.3950608194"
"United Kingdom","2007","79042.7359468214"
"United Kingdom","2006","82927.1384266945"
"United Kingdom","2005","87366.2640683773"
"United Kingdom","2004","92148.3588545896"
"United Kingdom","2003","96504.2566670525"
"United Kingdom","2002","101688.390928289"
"United Kingdom","2001","104138.780254979"
"United Kingdom","2000","109036.793785355"
"United Kingdom","1999","114254.703133261"
"United Kingdom","1998","119813.221717045"
"United Kingdom","1997","123338.033729605"
"United Kingdom","1996","125643.929198499"
"United Kingdom","1995","126522.068054282"
"United Kingdom","1994","125007.189305041"
"United Kingdom","1993","131903.729516722"
"United Kingdom","1992","133490.723173375"
"United Kingdom","1991","133811.58067568"
"United Kingdom","1990","133060.431949585"
"United States of America","2018","634457.127078264"
"United States of America","2017","630304.467504217"
"United States of America","2016","624244.786992774"
"United States of America","2015","638482.82700648"
"United States of America","2014","639011.110236496"
"United States of America","2013","642457.536454562"
"United States of America","2012","646830.143850357"
"United States of America","2011","656270.447192916"
"United States of America","2010","682336.329174958"
"United States of America","2009","680197.813064567"
"United States of America","2008","691692.052787117"
"United States of America","2007","685669.533875613"
"United States of America","2006","683953.835597086"
"United States of America","2005","679562.090181705"
"United States of America","2004","681718.70316801"
"United States of America","2003","688031.339955158"
"United States of America","2002","688418.255057791"
"United States of America","2001","695650.436352907"
"United States of America","2000","703010.923423264"
"United States of America","1999","708860.72594868"
"United States of America","1998","726699.75498902"
"United States of America","1997","741833.573974099"
"United States of America","1996","757630.506085321"
"United States of America","1995","764998.070920609"
"United States of America","1994","772160.761589917"
"United States of America","1993","765962.683445042"
"United States of America","1992","777754.008852188"
"United States of America","1991","778860.542503718"
"United States of America","1990","774409.534033373"

